Configuration saved to results/0_train_phase_diagram/L4_G0.8/config.json
Using device: cuda
Creating datasets...
Train dataset size: 300000
Eval dataset size: 1800
Creating model: MambaForComposite
Model parameters: 67,628

Starting training for 200 epochs...
Epoch 1/200 | Loss: 4.6176 | LR: 0.000010
Epoch 2/200 | Loss: 4.6085 | LR: 0.000034
Epoch 3/200 | Loss: nan | LR: 0.000058
Epoch 4/200 | Loss: nan | LR: 0.000082
Epoch 5/200 | Loss: nan | LR: 0.000106
Epoch 6/200 | Loss: nan | LR: 0.000130
Epoch 7/200 | Loss: nan | LR: 0.000154
Epoch 8/200 | Loss: nan | LR: 0.000178
Epoch 9/200 | Loss: nan | LR: 0.000202
Epoch 10/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000226
Epoch 11/200 | Loss: nan | LR: 0.000250
Epoch 12/200 | Loss: nan | LR: 0.000250
Epoch 13/200 | Loss: nan | LR: 0.000250
Epoch 14/200 | Loss: nan | LR: 0.000250
Epoch 15/200 | Loss: nan | LR: 0.000250
Epoch 16/200 | Loss: nan | LR: 0.000250
Epoch 17/200 | Loss: nan | LR: 0.000249
Epoch 18/200 | Loss: nan | LR: 0.000249
Epoch 19/200 | Loss: nan | LR: 0.000249
Epoch 20/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000249
Epoch 21/200 | Loss: nan | LR: 0.000248
Epoch 22/200 | Loss: nan | LR: 0.000248
Epoch 23/200 | Loss: nan | LR: 0.000248
Epoch 24/200 | Loss: nan | LR: 0.000247
Epoch 25/200 | Loss: nan | LR: 0.000247
Epoch 26/200 | Loss: nan | LR: 0.000246
Epoch 27/200 | Loss: nan | LR: 0.000246
Epoch 28/200 | Loss: nan | LR: 0.000245
Epoch 29/200 | Loss: nan | LR: 0.000245
Epoch 30/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000244
Epoch 31/200 | Loss: nan | LR: 0.000243
Epoch 32/200 | Loss: nan | LR: 0.000243
Epoch 33/200 | Loss: nan | LR: 0.000242
Epoch 34/200 | Loss: nan | LR: 0.000241
Epoch 35/200 | Loss: nan | LR: 0.000241
Epoch 36/200 | Loss: nan | LR: 0.000240
Epoch 37/200 | Loss: nan | LR: 0.000239
Epoch 38/200 | Loss: nan | LR: 0.000238
Epoch 39/200 | Loss: nan | LR: 0.000237
Epoch 40/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000236
Epoch 41/200 | Loss: nan | LR: 0.000236
Epoch 42/200 | Loss: nan | LR: 0.000235
Epoch 43/200 | Loss: nan | LR: 0.000234
Epoch 44/200 | Loss: nan | LR: 0.000233
Epoch 45/200 | Loss: nan | LR: 0.000232
Epoch 46/200 | Loss: nan | LR: 0.000230
Epoch 47/200 | Loss: nan | LR: 0.000229
Epoch 48/200 | Loss: nan | LR: 0.000228
Epoch 49/200 | Loss: nan | LR: 0.000227
Epoch 50/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000226
Epoch 51/200 | Loss: nan | LR: 0.000225
Epoch 52/200 | Loss: nan | LR: 0.000223
Epoch 53/200 | Loss: nan | LR: 0.000222
Epoch 54/200 | Loss: nan | LR: 0.000221
Epoch 55/200 | Loss: nan | LR: 0.000220
Epoch 56/200 | Loss: nan | LR: 0.000218
Epoch 57/200 | Loss: nan | LR: 0.000217
Epoch 58/200 | Loss: nan | LR: 0.000216
Epoch 59/200 | Loss: nan | LR: 0.000214
Epoch 60/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000213
Epoch 61/200 | Loss: nan | LR: 0.000211
Epoch 62/200 | Loss: nan | LR: 0.000210
Epoch 63/200 | Loss: nan | LR: 0.000208
Epoch 64/200 | Loss: nan | LR: 0.000207
Epoch 65/200 | Loss: nan | LR: 0.000205
Epoch 66/200 | Loss: nan | LR: 0.000204
Epoch 67/200 | Loss: nan | LR: 0.000202
Epoch 68/200 | Loss: nan | LR: 0.000201
Epoch 69/200 | Loss: nan | LR: 0.000199
Epoch 70/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000197
Epoch 71/200 | Loss: nan | LR: 0.000196
Epoch 72/200 | Loss: nan | LR: 0.000194
Epoch 73/200 | Loss: nan | LR: 0.000192
Epoch 74/200 | Loss: nan | LR: 0.000191
Epoch 75/200 | Loss: nan | LR: 0.000189
Epoch 76/200 | Loss: nan | LR: 0.000187
Epoch 77/200 | Loss: nan | LR: 0.000185
Epoch 78/200 | Loss: nan | LR: 0.000184
Epoch 79/200 | Loss: nan | LR: 0.000182
Epoch 80/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000180
Epoch 81/200 | Loss: nan | LR: 0.000178
Epoch 82/200 | Loss: nan | LR: 0.000176
Epoch 83/200 | Loss: nan | LR: 0.000175
Epoch 84/200 | Loss: nan | LR: 0.000173
Epoch 85/200 | Loss: nan | LR: 0.000171
Epoch 86/200 | Loss: nan | LR: 0.000169
Epoch 87/200 | Loss: nan | LR: 0.000167
Epoch 88/200 | Loss: nan | LR: 0.000165
Epoch 89/200 | Loss: nan | LR: 0.000163
Epoch 90/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000161
Epoch 91/200 | Loss: nan | LR: 0.000159
Epoch 92/200 | Loss: nan | LR: 0.000158
Epoch 93/200 | Loss: nan | LR: 0.000156
Epoch 94/200 | Loss: nan | LR: 0.000154
Epoch 95/200 | Loss: nan | LR: 0.000152
Epoch 96/200 | Loss: nan | LR: 0.000150
Epoch 97/200 | Loss: nan | LR: 0.000148
Epoch 98/200 | Loss: nan | LR: 0.000146
Epoch 99/200 | Loss: nan | LR: 0.000144
Epoch 100/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000142
Epoch 101/200 | Loss: nan | LR: 0.000140
Epoch 102/200 | Loss: nan | LR: 0.000138
Epoch 103/200 | Loss: nan | LR: 0.000136
Epoch 104/200 | Loss: nan | LR: 0.000134
Epoch 105/200 | Loss: nan | LR: 0.000132
Epoch 106/200 | Loss: nan | LR: 0.000130
Epoch 107/200 | Loss: nan | LR: 0.000128
Epoch 108/200 | Loss: nan | LR: 0.000126
Epoch 109/200 | Loss: nan | LR: 0.000124
Epoch 110/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000122
Epoch 111/200 | Loss: nan | LR: 0.000120
Epoch 112/200 | Loss: nan | LR: 0.000118
Epoch 113/200 | Loss: nan | LR: 0.000116
Epoch 114/200 | Loss: nan | LR: 0.000114
Epoch 115/200 | Loss: nan | LR: 0.000112
Epoch 116/200 | Loss: nan | LR: 0.000110
Epoch 117/200 | Loss: nan | LR: 0.000108
Epoch 118/200 | Loss: nan | LR: 0.000106
Epoch 119/200 | Loss: nan | LR: 0.000104
Epoch 120/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000102
Epoch 121/200 | Loss: nan | LR: 0.000101
Epoch 122/200 | Loss: nan | LR: 0.000099
Epoch 123/200 | Loss: nan | LR: 0.000097
Epoch 124/200 | Loss: nan | LR: 0.000095
Epoch 125/200 | Loss: nan | LR: 0.000093
Epoch 126/200 | Loss: nan | LR: 0.000091
Epoch 127/200 | Loss: nan | LR: 0.000089
Epoch 128/200 | Loss: nan | LR: 0.000087
Epoch 129/200 | Loss: nan | LR: 0.000085
Epoch 130/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000084
Epoch 131/200 | Loss: nan | LR: 0.000082
Epoch 132/200 | Loss: nan | LR: 0.000080
Epoch 133/200 | Loss: nan | LR: 0.000078
Epoch 134/200 | Loss: nan | LR: 0.000076
Epoch 135/200 | Loss: nan | LR: 0.000075
Epoch 136/200 | Loss: nan | LR: 0.000073
Epoch 137/200 | Loss: nan | LR: 0.000071
Epoch 138/200 | Loss: nan | LR: 0.000069
Epoch 139/200 | Loss: nan | LR: 0.000068
Epoch 140/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000066
Epoch 141/200 | Loss: nan | LR: 0.000064
Epoch 142/200 | Loss: nan | LR: 0.000063
Epoch 143/200 | Loss: nan | LR: 0.000061
Epoch 144/200 | Loss: nan | LR: 0.000059
Epoch 145/200 | Loss: nan | LR: 0.000058
Epoch 146/200 | Loss: nan | LR: 0.000056
Epoch 147/200 | Loss: nan | LR: 0.000055
Epoch 148/200 | Loss: nan | LR: 0.000053
Epoch 149/200 | Loss: nan | LR: 0.000052
Epoch 150/200 | Loss: nan | Comp Acc: 0.0000 (best: 0.0000@0) | Sym Acc: 0.0000 (best: 0.0000@0) | LR: 0.000050
Epoch 151/200 | Loss: nan | LR: 0.000049
Epoch 152/200 | Loss: nan | LR: 0.000047
Epoch 153/200 | Loss: nan | LR: 0.000046
Epoch 154/200 | Loss: nan | LR: 0.000044
Epoch 155/200 | Loss: nan | LR: 0.000043
Epoch 156/200 | Loss: nan | LR: 0.000042
Epoch 157/200 | Loss: nan | LR: 0.000040
Epoch 158/200 | Loss: nan | LR: 0.000039
Epoch 159/200 | Loss: nan | LR: 0.000038
